deduction_id,retailer_id,deduction_date,deduction_type,amount,code_as_remitted,translated_code,standardized_category,order_id,shipment_id,remittance_id,remittance_description,dispute_deadline,is_vague,is_post_audit,is_double_dip,dispute_outcome,recovered_amount,dispute_filed_date,dispute_closed_date,days_outstanding,in_trailing_window,is_ghost_promo
DED-0002835,whole_foods,2025-09-30,late_delivery,152.34,LATE,Late delivery,late_delivery,WHOL-2025-000408,WHOL-2025-000408-S1,REM-WHOL-00038,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002850,whole_foods,2025-09-30,pallet_fine,128.49,PALT,Pallet fine,pallet_fine,WHOL-2025-000447,WHOL-2025-000447-S1,REM-WHOL-00038,Pallet noncompliance,,0,0,0,,,,,,1,0
DED-0000048,costco,2025-09-29,short_ship,1884.46,SHRT,Shortage at receiving,short_ship,COST-2025-000041,COST-2025-000041-S1,REM-COST-00024,Short ship: receiving hand-count 15 units short,,0,0,0,abandoned,0.0,2025-10-22,2025-12-17,79,1,0
DED-0002831,whole_foods,2025-09-29,spoilage,1170.79,SPL,Spoilage / quality at receipt,spoilage,WHOL-2025-000396,WHOL-2025-000396-S1,REM-WHOL-00038,Spoilage — expired or short-dated at receiving,,0,0,0,,,,,,1,0
DED-0001983,walmart,2025-09-29,late_delivery,332.72,99,OTIF,late_delivery,WALM-2025-000736,WALM-2025-000736-S1,REM-WALM-00040,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0000423,kehe,2025-09-29,damaged,314.38,,Unmapped,damaged,KEHE-2025-000371,KEHE-2025-000371-S1,REM-KEHE-00040,Damage at receiving — BOL signed damaged,2026-03-28,0,0,0,,,,,,1,0
DED-0000049,costco,2025-09-29,label_fine,283.32,LBL,Labeling noncompliance,label_fine,COST-2025-000041,COST-2025-000041-S1,REM-COST-00024,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001119,unfi,2025-09-29,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2025-000578,UNFI-2025-000578-S1,REM-UNFI-00042,Late delivery — 2 days past window,2025-11-28,0,0,0,won_full,250.0,2025-11-19,2025-12-24,86,1,0
DED-0002837,whole_foods,2025-09-29,promo_billback,196.05,PROMO,Promo billback,promo_billback,WHOL-2025-000410,WHOL-2025-000410-S1,REM-WHOL-00038,Promo billback (MCB / scan-down),,0,0,0,lost_evidence,0.0,2025-11-15,2025-12-07,69,1,0
DED-0001093,unfi,2025-09-29,short_ship,171.63,SHT,Shortage,short_ship,UNFI-2025-000524,UNFI-2025-000524-S1,REM-UNFI-00042,Short ship: 2 units missing,2025-11-28,0,0,0,,,,,,1,0
DED-0002836,whole_foods,2025-09-29,short_ship,121.2,SHRT,Shortage,short_ship,WHOL-2025-000410,WHOL-2025-000410-S1,REM-WHOL-00038,Short ship: 2 units missing,,0,0,0,,,,,,1,0
DED-0002031,walmart,2025-09-29,short_ship,105.43,13,Substitution Overcharge,short_ship,WALM-2025-000787,WALM-2025-000787-S1,REM-WALM-00040,Short ship: qty units missing,2026-09-29,0,0,0,lost_evidence,0.0,2025-10-14,2026-01-04,97,1,0
DED-0001082,unfi,2025-09-28,vague,1211.54,MSC,Miscellaneous deduction,vague,UNFI-2025-000508,UNFI-2025-000508-S1,REM-UNFI-00041,Marketing chargeback,,1,0,0,lost_no_response,0.0,2025-10-14,2025-11-14,47,1,0
DED-0001089,unfi,2025-09-28,spoilage,829.5,UNS,Unsaleable / spoilage,spoilage,UNFI-2025-000519,UNFI-2025-000519-S1,REM-UNFI-00041,Spoilage — expired or short-dated at receiving,2025-11-27,0,0,0,,,,,,1,0
DED-0001992,walmart,2025-09-28,short_ship,295.7,13,Substitution Overcharge,short_ship,WALM-2025-000744,WALM-2025-000744-S1,REM-WALM-00039,Short ship: receiving hand-count 3 units short,2026-09-28,0,0,0,,,,,,1,0
DED-0001088,unfi,2025-09-28,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2025-000519,UNFI-2025-000519-S1,REM-UNFI-00041,Late delivery — 4 days past window,2025-11-27,0,0,0,,,,,,1,0
DED-0000193,harbor_fresh,2025-09-28,label_fine,155.56,LBL,Label fine,label_fine,HARB-2025-000087,HARB-2025-000087-S1,REM-HARB-00020,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2025-11-15,2026-01-07,101,1,0
DED-0002842,whole_foods,2025-09-28,late_delivery,66.06,LATE,Late delivery,late_delivery,WHOL-2025-000423,WHOL-2025-000423-S1,REM-WHOL-00037,Late delivery — 4 days past window,,0,0,0,lost_no_response,0.0,2025-12-11,2026-02-07,132,1,0
DED-0001075,unfi,2025-09-27,vague,1999.58,MSC,Miscellaneous deduction,vague,UNFI-2025-000498,UNFI-2025-000498-S1,REM-UNFI-00041,Promo allowance,,1,0,0,,,,,,1,0
DED-0001994,walmart,2025-09-27,short_ship,234.07,13,Substitution Overcharge,short_ship,WALM-2025-000746,WALM-2025-000746-S1,REM-WALM-00039,Short ship: receiving hand-count 2 units short,2026-09-27,0,0,0,lost_evidence,0.0,2025-11-27,2026-02-05,131,1,0
DED-0000772,southside_grocers,2025-09-27,short_ship,86.87,SHRT,Shortage,short_ship,SOUT-2025-000151,SOUT-2025-000151-S1,REM-SOUT-00021,Short ship: 1 units missing,,0,0,0,,,,,,1,0
DED-0002020,walmart,2025-09-26,promo_billback,1576.01,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000774,WALM-2025-000774-S1,REM-WALM-00039,Promo billback (MCB / scan-down),2027-09-26,0,0,0,,,,,,1,0
DED-0000704,prairie_provisions,2025-09-26,vague,368.52,MISC,Miscellaneous,vague,PRAI-2025-000139,PRAI-2025-000139-S1,REM-PRAI-00022,Audit adjustment,,1,0,0,lost_no_response,0.0,2025-11-03,2025-11-28,63,1,0
DED-0001989,walmart,2025-09-26,label_fine,257.53,,Unmapped,label_fine,WALM-2025-000742,WALM-2025-000742-S1,REM-WALM-00039,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000445,kehe,2025-09-26,label_fine,222.35,LBL,Labeling noncompliance,label_fine,KEHE-2025-000432,KEHE-2025-000432-S1,REM-KEHE-00039,Label noncompliance — generic label not retailer-spec,2026-03-25,0,0,0,,,,,,1,0
DED-0001990,walmart,2025-09-26,pallet_fine,203.59,,Unmapped,pallet_fine,WALM-2025-000742,WALM-2025-000742-S1,REM-WALM-00039,Pallet noncompliance,,0,0,0,,,,,,1,0
DED-0002019,walmart,2025-09-26,short_ship,158.06,13,Substitution Overcharge,short_ship,WALM-2025-000774,WALM-2025-000774-S1,REM-WALM-00039,Short ship: receiving hand-count 2 units short,2026-09-26,0,0,0,lost_evidence,0.0,2025-10-28,2025-12-22,87,1,0
DED-0000703,prairie_provisions,2025-09-26,short_ship,109.04,SHRT,Shortage,short_ship,PRAI-2025-000139,PRAI-2025-000139-S1,REM-PRAI-00022,Short ship: 2 units missing,,0,0,0,,,,,,1,0
DED-0000446,kehe,2025-09-26,late_delivery,104.82,LATE,Late delivery,late_delivery,KEHE-2025-000432,KEHE-2025-000432-S1,REM-KEHE-00039,Late delivery — 2 days past window,2026-03-25,0,0,0,abandoned,0.0,2025-11-30,2026-01-01,97,1,0
DED-0000707,prairie_provisions,2025-09-25,spoilage,550.43,SPL,Spoilage / quality complaint,spoilage,PRAI-2025-000153,PRAI-2025-000153-S1,REM-PRAI-00022,Spoilage — damage in transit affecting condition,,0,0,0,,,,,,1,0
DED-0002846,whole_foods,2025-09-25,vague,435.36,MISC,Miscellaneous,vague,WHOL-2025-000433,WHOL-2025-000433-S1,REM-WHOL-00037,Audit adjustment,,1,0,0,,,,,,1,0
DED-0002840,whole_foods,2025-09-25,short_ship,125.53,SHRT,Shortage,short_ship,WHOL-2025-000416,WHOL-2025-000416-S1,REM-WHOL-00037,Short ship: 1 units missing,,0,0,0,lost_evidence,0.0,2025-11-09,2026-02-01,129,1,0
DED-0000705,prairie_provisions,2025-09-25,promo_billback,119.19,PROMO,Promo billback,promo_billback,PRAI-2025-000148,PRAI-2025-000148-S1,REM-PRAI-00022,Promo billback (MCB / scan-down),,0,0,0,abandoned,0.0,2025-10-14,2025-12-13,79,1,0
DED-0002853,whole_foods,2025-09-25,late_delivery,84.15,LATE,Late delivery,late_delivery,WHOL-2025-000452,WHOL-2025-000452-S1,REM-WHOL-00037,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002010,walmart,2025-09-24,short_ship,209.58,13,Substitution Overcharge,short_ship,WALM-2025-000763,WALM-2025-000763-S1,REM-WALM-00039,Short ship: receiving hand-count 2 units short,2026-09-24,0,0,0,lost_no_response,0.0,2025-10-18,2026-01-04,102,1,0
DED-0002849,whole_foods,2025-09-24,short_ship,97.18,SHRT,Shortage,short_ship,WHOL-2025-000440,WHOL-2025-000440-S1,REM-WHOL-00037,Short ship: 1 units missing,,0,0,0,lost_evidence,0.0,2025-10-11,2025-11-29,66,1,0
DED-0000046,costco,2025-09-23,short_ship,911.08,SHRT,Shortage at receiving,short_ship,COST-2025-000039,COST-2025-000039-S1,REM-COST-00023,Short ship: receiving hand-count 6 units short,,0,0,0,,,,,,1,0
DED-0002079,walmart,2025-09-23,late_delivery,330.39,99,OTIF,late_delivery,WALM-2025-000834,WALM-2025-000834-S1,REM-WALM-00039,Late delivery — 5 days past window,,0,0,0,,,,,,1,0
DED-0002065,walmart,2025-09-23,short_ship,218.0,13,Substitution Overcharge,short_ship,WALM-2025-000823,WALM-2025-000823-S1,REM-WALM-00039,Short ship: receiving hand-count 4 units short,2026-09-23,0,0,0,,,,,,1,0
DED-0001916,walmart,2025-09-23,short_ship,169.96,13,Substitution Overcharge,short_ship,WALM-2025-000674,WALM-2025-000674-S1,REM-WALM-00039,Short ship: 2 units missing,2026-09-23,0,0,0,,,,,,1,0
DED-0000425,kehe,2025-09-23,short_ship,160.99,UDR,Unloading Discrepancy (shortage/over/damage),short_ship,KEHE-2025-000375,KEHE-2025-000375-S1,REM-KEHE-00039,Short ship: 2 units missing,2025-09-25,0,0,0,lost_deadline,0.0,2025-11-05,2026-01-14,113,1,0
DED-0002001,walmart,2025-09-23,short_ship,141.94,13,Substitution Overcharge,short_ship,WALM-2025-000750,WALM-2025-000750-S1,REM-WALM-00039,Short ship: 1 units missing,2026-09-23,0,0,0,,,,,,1,0
DED-0000706,prairie_provisions,2025-09-23,short_ship,124.48,SHRT,Shortage,short_ship,PRAI-2025-000152,PRAI-2025-000152-S1,REM-PRAI-00022,Short ship: qty units missing,,0,0,0,,,,,,1,0
DED-0000426,kehe,2025-09-23,late_delivery,123.78,LATE,Late delivery,late_delivery,KEHE-2025-000375,KEHE-2025-000375-S1,REM-KEHE-00039,Late delivery — 1 days past window,2026-03-22,0,0,0,abandoned,0.0,2025-10-04,2025-11-09,47,1,0
DED-0000424,kehe,2025-09-23,late_delivery,69.06,LATE,Late delivery,late_delivery,KEHE-2025-000373,KEHE-2025-000373-S1,REM-KEHE-00039,Late delivery — 7 days past window,2026-03-22,0,0,0,,,,,,1,0
DED-0000702,prairie_provisions,2025-09-23,late_delivery,49.03,LATE,Late delivery,late_delivery,PRAI-2025-000138,PRAI-2025-000138-S1,REM-PRAI-00022,Late delivery — 2 days past window,,0,0,0,,,,,,1,0
DED-0002025,walmart,2025-09-22,promo_billback,810.32,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000777,WALM-2025-000777-S1,REM-WALM-00039,Promo billback (MCB / scan-down),2027-09-22,0,0,0,won_partial,465.36,2025-10-21,2025-11-12,51,1,0
DED-0002848,whole_foods,2025-09-22,vague,577.78,MISC,Miscellaneous,vague,,,REM-WHOL-00037,Misc deduction — see invoice,,1,0,0,lost_evidence,0.0,2025-12-03,2026-02-21,152,1,0
DED-0002857,whole_foods,2025-09-22,spoilage,522.33,SPL,Spoilage / quality at receipt,spoilage,WHOL-2025-000456,WHOL-2025-000456-S1,REM-WHOL-00037,Spoilage — expired or short-dated at receiving,,0,0,0,,,,,,1,0
DED-0001968,walmart,2025-09-22,short_ship,363.94,13,Substitution Overcharge,short_ship,WALM-2025-000723,WALM-2025-000723-S1,REM-WALM-00039,Short ship: receiving hand-count 4 units short,2026-09-22,0,0,0,lost_evidence,0.0,2025-10-09,2025-12-03,72,1,0
DED-0001085,unfi,2025-09-22,vague,346.65,MSC,Miscellaneous deduction,vague,UNFI-2025-000511,UNFI-2025-000511-S1,REM-UNFI-00041,Code 86: Other,,1,0,0,,,,,,1,0
DED-0001969,walmart,2025-09-22,label_fine,283.54,,Unmapped,label_fine,WALM-2025-000723,WALM-2025-000723-S1,REM-WALM-00039,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2025-10-16,2026-01-02,102,1,0
DED-0002024,walmart,2025-09-22,short_ship,204.79,13,Substitution Overcharge,short_ship,WALM-2025-000777,WALM-2025-000777-S1,REM-WALM-00039,Short ship: receiving hand-count 2 units short,2026-09-22,0,0,0,won_full,204.79,2025-10-11,2025-12-26,95,1,0
DED-0002847,whole_foods,2025-09-22,late_delivery,119.63,LATE,Late delivery,late_delivery,WHOL-2025-000436,WHOL-2025-000436-S1,REM-WHOL-00037,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0001084,unfi,2025-09-22,short_ship,119.46,SHT,Shortage,short_ship,UNFI-2025-000511,UNFI-2025-000511-S1,REM-UNFI-00041,Short ship: 2 units missing,2025-11-21,0,0,0,abandoned,0.0,2025-10-26,2025-11-30,69,1,0
DED-0000430,kehe,2025-09-22,late_delivery,118.51,LATE,Late delivery,late_delivery,KEHE-2025-000388,KEHE-2025-000388-S1,REM-KEHE-00039,Late delivery — 6 days past window,2026-03-21,0,0,0,,,,,,1,0
DED-0001072,unfi,2025-09-22,short_ship,82.77,SHT,Shortage,short_ship,UNFI-2025-000493,UNFI-2025-000493-S1,REM-UNFI-00041,Short ship: 1 units missing,2025-11-21,0,0,0,,,,,,1,0
DED-0001078,unfi,2025-09-21,late_delivery,500.0,LAT,Late delivery,late_delivery,UNFI-2025-000501,UNFI-2025-000501-S1,REM-UNFI-00040,Late delivery — 3 days past window,2025-11-20,0,0,0,won_partial,344.46,2025-10-05,2025-12-21,91,1,0
DED-0002054,walmart,2025-09-21,short_ship,368.43,13,Substitution Overcharge,short_ship,WALM-2025-000812,WALM-2025-000812-S1,REM-WALM-00038,Short ship: receiving hand-count 4 units short,2026-09-21,0,0,0,lost_other,0.0,2025-10-03,2025-12-16,86,1,0
DED-0000192,harbor_fresh,2025-09-21,label_fine,176.63,LBL,Label fine,label_fine,HARB-2025-000085,HARB-2025-000085-S1,REM-HARB-00019,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000650,mountain_pantry_co,2025-09-21,late_delivery,40.14,LATE,Late delivery,late_delivery,MOUN-2025-000097,MOUN-2025-000097-S1,REM-MOUN-00018,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0000050,costco,2025-09-20,promo_billback,2516.86,PROMO,Promotional allowance,promo_billback,COST-2025-000044,COST-2025-000044-S1,REM-COST-00022,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,0
DED-0001071,unfi,2025-09-20,promo_billback,475.01,MCB,Manufacturer chargeback (promo),promo_billback,UNFI-2025-000490,UNFI-2025-000490-S1,REM-UNFI-00040,Promo billback (MCB / scan-down),2025-11-19,0,0,0,won_partial,198.96,2025-10-21,2025-12-02,73,1,0
DED-0001907,walmart,2025-09-20,label_fine,268.12,,Unmapped,label_fine,WALM-2025-000665,WALM-2025-000665-S1,REM-WALM-00038,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2025-10-13,2025-12-28,99,1,0
DED-0001064,unfi,2025-09-20,promo_billback,198.74,MCB,Manufacturer chargeback (promo),promo_billback,UNFI-2025-000471,UNFI-2025-000471-S1,REM-UNFI-00040,Promo billback (MCB / scan-down),2025-11-19,0,0,0,,,,,,1,0
DED-0002049,walmart,2025-09-20,short_ship,149.86,13,Substitution Overcharge,short_ship,WALM-2025-000805,WALM-2025-000805-S1,REM-WALM-00038,Short ship: 1 units missing,2026-09-20,0,0,0,lost_evidence,0.0,2025-10-22,2026-01-09,111,1,0
DED-0002026,walmart,2025-09-20,short_ship,109.26,13,Substitution Overcharge,short_ship,WALM-2025-000780,WALM-2025-000780-S1,REM-WALM-00038,Short ship: 1 units missing,2026-09-20,0,0,0,,,,,,1,0
DED-0001891,walmart,2025-09-19,short_ship,465.51,13,Substitution Overcharge,short_ship,WALM-2025-000649,WALM-2025-000649-S1,REM-WALM-00038,Short ship: 5 units missing,2026-09-19,0,0,0,,,,,,1,0
DED-0001092,unfi,2025-09-19,promo_billback,416.63,MCB,Manufacturer chargeback (promo),promo_billback,UNFI-2025-000523,UNFI-2025-000523-S1,REM-UNFI-00040,Promo billback (MCB / scan-down),2025-11-18,0,0,0,,,,,,1,0
DED-0001083,unfi,2025-09-19,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2025-000510,UNFI-2025-000510-S1,REM-UNFI-00040,Late delivery — 1 days past window,2025-11-18,0,0,0,,,,,,1,0
DED-0000435,kehe,2025-09-19,pallet_fine,127.13,,Unmapped,pallet_fine,KEHE-2025-000410,KEHE-2025-000410-S1,REM-KEHE-00038,Pallet noncompliance,2026-03-18,0,0,0,,,,,,1,0
DED-0002820,whole_foods,2025-09-19,late_delivery,42.99,LATE,Late delivery,late_delivery,WHOL-2025-000377,WHOL-2025-000377-S1,REM-WHOL-00036,Late delivery — 7 days past window,,0,0,0,,,,,,1,0
DED-0000120,green_basket_market,2025-09-18,vague,3278.5,MISC,Miscellaneous,vague,GREE-2025-000125,GREE-2025-000125-S1,REM-GREE-00024,Audit adjustment,,1,0,0,,,,,,1,0
DED-0002053,walmart,2025-09-18,short_ship,231.11,13,Substitution Overcharge,short_ship,WALM-2025-000811,WALM-2025-000811-S1,REM-WALM-00038,Short ship: receiving hand-count 3 units short,2026-09-18,0,0,0,won_partial,126.27,2025-11-10,2026-01-21,125,1,0
DED-0001893,walmart,2025-09-18,short_ship,210.48,13,Substitution Overcharge,short_ship,WALM-2025-000652,WALM-2025-000652-S1,REM-WALM-00038,Short ship: 2 units missing,2026-09-18,0,0,0,won_full,210.48,2025-11-05,2025-12-15,88,1,0
DED-0001932,walmart,2025-09-18,short_ship,173.11,13,Substitution Overcharge,short_ship,WALM-2025-000688,WALM-2025-000688-S1,REM-WALM-00038,Short ship: receiving hand-count 2 units short,2026-09-18,0,0,0,,,,,,1,0
DED-0002043,walmart,2025-09-18,short_ship,155.29,13,Substitution Overcharge,short_ship,WALM-2025-000799,WALM-2025-000799-S1,REM-WALM-00038,Short ship: receiving hand-count 3 units short,2026-09-18,0,0,0,abandoned,0.0,2025-11-22,2026-01-20,124,1,0
DED-0002832,whole_foods,2025-09-18,late_delivery,105.27,LATE,Late delivery,late_delivery,WHOL-2025-000403,WHOL-2025-000403-S1,REM-WHOL-00036,Late delivery — 5 days past window,,0,0,0,lost_other,0.0,2025-11-04,2026-01-20,124,1,0
DED-0001070,unfi,2025-09-17,late_delivery,500.0,LAT,Late delivery,late_delivery,UNFI-2025-000489,UNFI-2025-000489-S1,REM-UNFI-00040,Late delivery — 3 days past window,2025-11-16,0,0,0,lost_no_response,0.0,2025-10-26,2025-12-03,77,1,0
DED-0001964,walmart,2025-09-17,short_ship,275.8,13,Substitution Overcharge,short_ship,WALM-2025-000717,WALM-2025-000717-S1,REM-WALM-00038,Short ship: 2 units missing,2026-09-17,0,0,0,,,,,,1,0
DED-0000041,costco,2025-09-17,label_fine,211.72,LBL,Labeling noncompliance,label_fine,COST-2025-000035,COST-2025-000035-S1,REM-COST-00022,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002012,walmart,2025-09-17,short_ship,197.26,13,Substitution Overcharge,short_ship,WALM-2025-000765,WALM-2025-000765-S1,REM-WALM-00038,Short ship: receiving hand-count 2 units short,2026-09-17,0,0,0,,,,,,1,0
DED-0002056,walmart,2025-09-17,late_delivery,177.33,99,OTIF,late_delivery,WALM-2025-000816,WALM-2025-000816-S1,REM-WALM-00038,Late delivery — 5 days past window,,0,0,0,won_full,177.33,2025-10-18,2025-12-12,86,1,0
DED-0002029,walmart,2025-09-17,short_ship,171.72,13,Substitution Overcharge,short_ship,WALM-2025-000784,WALM-2025-000784-S1,REM-WALM-00038,Short ship: receiving hand-count 3 units short,2026-09-17,0,0,0,lost_other,0.0,2025-12-03,2026-03-02,166,1,0
DED-0000429,kehe,2025-09-17,late_delivery,124.01,LATE,Late delivery,late_delivery,KEHE-2025-000384,KEHE-2025-000384-S1,REM-KEHE-00038,Late delivery — 1 days past window,2026-03-16,0,0,0,,,,,,1,0
DED-0001076,unfi,2025-09-16,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2025-000499,UNFI-2025-000499-S1,REM-UNFI-00040,Late delivery — 1 days past window,2025-11-15,0,0,0,,,,,,1,0
DED-0001938,walmart,2025-09-16,short_ship,233.32,13,Substitution Overcharge,short_ship,WALM-2025-000693,WALM-2025-000693-S1,REM-WALM-00038,Short ship: receiving hand-count 3 units short,2026-09-16,0,0,0,won_full,233.32,2025-10-24,2025-12-20,95,1,0
DED-0002083,walmart,2025-09-16,short_ship,187.28,13,Substitution Overcharge,short_ship,WALM-2025-000837,WALM-2025-000837-S1,REM-WALM-00038,Short ship: receiving hand-count 2 units short,2026-09-16,0,0,0,,,,,,1,0
DED-0001973,walmart,2025-09-15,short_ship,389.44,13,Substitution Overcharge,short_ship,WALM-2025-000727,WALM-2025-000727-S1,REM-WALM-00038,Short ship: receiving hand-count 5 units short,2026-09-15,0,0,0,won_full,389.44,2025-10-09,2025-12-08,84,1,0
DED-0001888,walmart,2025-09-15,short_ship,253.3,13,Substitution Overcharge,short_ship,WALM-2025-000647,WALM-2025-000647-S1,REM-WALM-00038,Short ship: receiving hand-count 3 units short,2026-09-15,0,0,0,,,,,,1,0
DED-0000434,kehe,2025-09-15,late_delivery,37.08,LATE,Late delivery,late_delivery,KEHE-2025-000408,KEHE-2025-000408-S1,REM-KEHE-00038,Late delivery — 5 days past window,2026-03-14,0,0,0,,,,,,1,0
DED-0003021,unfi,2025-09-14,slotting,3269.91,SLOT,Slotting / catalog placement,slotting,,,REM-UNFI-00039,New-item slotting fee — placement allowance,,0,0,0,,,,,,1,0
DED-0001918,walmart,2025-09-14,label_fine,343.15,,Unmapped,label_fine,WALM-2025-000675,WALM-2025-000675-S1,REM-WALM-00037,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000121,green_basket_market,2025-09-14,promo_billback,216.09,FFL,Free Fill new-item billback,promo_billback,GREE-2025-000132,GREE-2025-000132-S1,REM-GREE-00023,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,0
DED-0001917,walmart,2025-09-14,short_ship,102.35,13,Substitution Overcharge,short_ship,WALM-2025-000675,WALM-2025-000675-S1,REM-WALM-00037,Short ship: 1 units missing,2026-09-14,0,0,0,lost_other,0.0,2025-11-16,2025-12-13,90,1,0
DED-0002825,whole_foods,2025-09-14,short_ship,82.09,SHRT,Shortage,short_ship,WHOL-2025-000381,WHOL-2025-000381-S1,REM-WHOL-00035,Short ship: qty units missing,,0,0,0,,,,,,1,0
DED-0002855,whole_foods,2025-09-13,label_fine,230.26,LBL,Labeling fine,label_fine,WHOL-2025-000455,WHOL-2025-000455-S1,REM-WHOL-00035,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002856,whole_foods,2025-09-13,vague,96.46,MISC,Miscellaneous,vague,WHOL-2025-000455,WHOL-2025-000455-S1,REM-WHOL-00035,Trade spend true-up,,1,0,0,,,,,,1,0
DED-0002027,walmart,2025-09-13,short_ship,75.0,13,Substitution Overcharge,short_ship,WALM-2025-000781,WALM-2025-000781-S1,REM-WALM-00037,Short ship: 1 units missing,2026-09-13,0,0,0,lost_other,0.0,2025-11-04,2026-01-22,131,1,0
DED-0001886,walmart,2025-09-12,promo_billback,1258.39,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000645,WALM-2025-000645-S1,REM-WALM-00037,Promo billback (MCB / scan-down),2027-09-12,0,0,0,,,,,,1,0
DED-0001957,walmart,2025-09-12,promo_billback,489.19,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-000710,WALM-2025-000710-S1,REM-WALM-00037,Promo billback (MCB / scan-down),2027-09-12,0,0,0,lost_evidence,0.0,2025-11-03,2025-12-05,84,1,0
DED-0001063,unfi,2025-09-12,damaged,450.29,DMG,Damaged product / unsaleable,damaged,UNFI-2025-000470,UNFI-2025-000470-S1,REM-UNFI-00039,Damage at receiving — BOL signed damaged,2025-11-11,0,0,0,,,,,,1,0
DED-0001096,unfi,2025-09-12,vague,409.46,MSC,Miscellaneous deduction,vague,,,REM-UNFI-00039,Audit adjustment,,1,0,0,abandoned,0.0,2025-11-17,2025-12-23,102,1,0
DED-0001956,walmart,2025-09-12,short_ship,383.98,13,Substitution Overcharge,short_ship,WALM-2025-000710,WALM-2025-000710-S1,REM-WALM-00037,Short ship: receiving hand-count 5 units short,2026-09-12,0,0,0,abandoned,0.0,2025-10-09,2025-11-16,65,1,0
DED-0001885,walmart,2025-09-12,short_ship,212.36,13,Substitution Overcharge,short_ship,WALM-2025-000645,WALM-2025-000645-S1,REM-WALM-00037,Short ship: 2 units missing,2026-09-12,0,0,0,won_full,212.36,2025-11-10,2026-01-19,129,1,0
DED-0001095,unfi,2025-09-12,label_fine,96.82,LBL,Labeling fine,label_fine,UNFI-2025-000530,UNFI-2025-000530-S1,REM-UNFI-00039,Label noncompliance — generic label not retailer-spec,2025-11-11,0,0,0,,,,,,1,0
DED-0001961,walmart,2025-09-11,spoilage,905.36,29,Concealed damage / spoilage at receipt,spoilage,WALM-2025-000714,WALM-2025-000714-S1,REM-WALM-00037,Spoilage — quality complaint at receiving,2026-09-11,0,0,0,lost_evidence,0.0,2025-11-11,2026-01-14,125,1,0
DED-0001951,walmart,2025-09-11,short_ship,433.09,13,Substitution Overcharge,short_ship,WALM-2025-000706,WALM-2025-000706-S1,REM-WALM-00037,Short ship: receiving hand-count 3 units short,2026-09-11,0,0,0,,,,,,1,0
DED-0001906,walmart,2025-09-11,late_delivery,407.07,99,OTIF,late_delivery,WALM-2025-000664,WALM-2025-000664-S1,REM-WALM-00037,Late delivery — 1 days past window,,0,0,0,lost_evidence,0.0,2025-11-11,2026-02-05,147,1,0
DED-0001087,unfi,2025-09-11,promo_billback,394.88,MCB,Manufacturer chargeback (promo),promo_billback,UNFI-2025-000517,UNFI-2025-000517-S1,REM-UNFI-00039,Promo billback (MCB / scan-down),2025-11-10,0,0,0,,,,,,1,0
DED-0001972,walmart,2025-09-11,late_delivery,380.52,99,OTIF,late_delivery,WALM-2025-000726,WALM-2025-000726-S1,REM-WALM-00037,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0000433,kehe,2025-09-11,promo_billback,353.21,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2025-000398,KEHE-2025-000398-S1,REM-KEHE-00037,Promo billback (MCB / scan-down),2026-03-10,0,0,0,lost_evidence,0.0,2025-10-10,2025-12-06,86,1,1
DED-0001905,walmart,2025-09-11,label_fine,343.85,,Unmapped,label_fine,WALM-2025-000664,WALM-2025-000664-S1,REM-WALM-00037,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0001927,walmart,2025-09-11,label_fine,330.81,,Unmapped,label_fine,WALM-2025-000685,WALM-2025-000685-S1,REM-WALM-00037,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
